# Version: 1
# Created by: Brainsight 2.3.10
# Units: millimetres
# Encoding: UTF-8
# Notes: Each column is delimited by a tab.
# Date	Time	Polaris Frame Number	Calibration/Tracker Name	x	y	z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2
2019-03-22	14:09:34.911	20602	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:34.911	20602	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:34.911	20602	LCT371	66.969	340.446	-1011.192	-0.475	0.650	-0.593	-0.476	-0.757	-0.448	-0.740	0.070	0.669
2019-03-22	14:09:34.911	20602	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:34.911	20602	ST1089	256.751	157.279	-910.382	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.084	0.971
2019-03-22	14:09:34.911	20602	70mm alpha	167.415	129.342	122.682	-0.724	0.470	0.504	-0.424	-0.880	0.212	0.544	-0.061	0.837
2019-03-22	14:09:34.979	20605	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:34.979	20605	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:34.979	20605	LCT371	67.175	340.365	-1011.243	-0.474	0.650	-0.594	-0.477	-0.757	-0.447	-0.740	0.071	0.669
2019-03-22	14:09:34.979	20605	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:34.979	20605	ST1089	256.762	157.278	-910.391	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:34.979	20605	70mm alpha	167.198	129.346	122.655	-0.723	0.470	0.505	-0.424	-0.880	0.213	0.545	-0.060	0.836
2019-03-22	14:09:35.034	20608	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.034	20608	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.034	20608	LCT371	67.207	340.232	-1011.281	-0.475	0.650	-0.593	-0.477	-0.756	-0.447	-0.739	0.071	0.670
2019-03-22	14:09:35.034	20608	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.034	20608	ST1089	256.759	157.278	-910.378	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.084	0.971
2019-03-22	14:09:35.034	20608	70mm alpha	167.094	129.421	122.669	-0.723	0.470	0.506	-0.425	-0.880	0.211	0.545	-0.062	0.836
2019-03-22	14:09:35.084	20611	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.084	20611	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.084	20611	LCT371	67.280	340.143	-1011.297	-0.475	0.650	-0.593	-0.478	-0.756	-0.447	-0.739	0.071	0.670
2019-03-22	14:09:35.084	20611	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.084	20611	ST1089	256.759	157.278	-910.378	-0.837	0.528	-0.145	-0.500	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:09:35.084	20611	70mm alpha	166.929	129.405	122.713	-0.723	0.470	0.506	-0.424	-0.880	0.212	0.545	-0.062	0.836
2019-03-22	14:09:35.134	20614	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.134	20614	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.134	20614	LCT371	67.249	339.939	-1011.281	-0.474	0.651	-0.593	-0.477	-0.756	-0.448	-0.740	0.071	0.669
2019-03-22	14:09:35.134	20614	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.134	20614	ST1089	256.757	157.279	-910.362	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.222	-0.085	0.971
2019-03-22	14:09:35.134	20614	70mm alpha	166.773	129.426	122.784	-0.723	0.471	0.505	-0.425	-0.880	0.213	0.545	-0.061	0.836
2019-03-22	14:09:35.184	20617	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.184	20617	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.184	20617	LCT371	67.308	339.600	-1011.288	-0.474	0.651	-0.593	-0.478	-0.756	-0.448	-0.740	0.071	0.669
2019-03-22	14:09:35.184	20617	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.184	20617	ST1089	256.754	157.280	-910.360	-0.837	0.528	-0.145	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:09:35.184	20617	70mm alpha	166.420	129.504	122.734	-0.723	0.472	0.505	-0.426	-0.879	0.213	0.544	-0.061	0.837
2019-03-22	14:09:35.234	20620	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.234	20620	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.234	20620	LCT371	67.317	339.237	-1011.294	-0.474	0.651	-0.592	-0.478	-0.756	-0.448	-0.739	0.071	0.670
2019-03-22	14:09:35.234	20620	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.234	20620	ST1089	256.760	157.284	-910.374	-0.837	0.528	-0.145	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:35.234	20620	70mm alpha	166.021	129.537	122.785	-0.723	0.472	0.505	-0.425	-0.880	0.213	0.545	-0.061	0.836
2019-03-22	14:09:35.284	20623	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.284	20623	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.284	20623	LCT371	67.331	338.817	-1011.245	-0.475	0.652	-0.592	-0.478	-0.755	-0.448	-0.739	0.070	0.670
2019-03-22	14:09:35.284	20623	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.284	20623	ST1089	256.768	157.284	-910.391	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.086	0.971
2019-03-22	14:09:35.284	20623	70mm alpha	165.540	129.565	122.789	-0.723	0.471	0.506	-0.425	-0.880	0.212	0.545	-0.062	0.836
2019-03-22	14:09:35.334	20626	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.334	20626	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.334	20626	LCT371	67.181	338.203	-1011.191	-0.475	0.652	-0.591	-0.477	-0.755	-0.450	-0.740	0.068	0.669
2019-03-22	14:09:35.334	20626	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.334	20626	ST1089	256.769	157.285	-910.398	-0.837	0.528	-0.145	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:09:35.334	20626	70mm alpha	165.068	129.618	122.907	-0.723	0.473	0.503	-0.427	-0.879	0.212	0.543	-0.061	0.838
2019-03-22	14:09:35.384	20629	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.384	20629	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.384	20629	LCT371	66.816	337.291	-1011.213	-0.475	0.653	-0.590	-0.475	-0.754	-0.453	-0.741	0.065	0.668
2019-03-22	14:09:35.384	20629	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.384	20629	ST1089	256.782	157.292	-910.431	-0.837	0.528	-0.144	-0.501	-0.845	-0.186	-0.220	-0.084	0.972
2019-03-22	14:09:35.384	20629	70mm alpha	164.251	129.981	122.873	-0.724	0.475	0.499	-0.429	-0.878	0.214	0.540	-0.059	0.840
2019-03-22	14:09:35.435	20632	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.435	20632	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.435	20632	LCT371	66.314	336.113	-1011.293	-0.475	0.654	-0.589	-0.473	-0.754	-0.456	-0.742	0.062	0.667
2019-03-22	14:09:35.435	20632	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.435	20632	ST1089	256.779	157.295	-910.405	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:09:35.435	20632	70mm alpha	163.159	130.461	123.177	-0.725	0.477	0.496	-0.430	-0.877	0.214	0.537	-0.059	0.841
2019-03-22	14:09:35.485	20635	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.485	20635	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.485	20635	LCT371	65.817	334.938	-1011.458	-0.474	0.655	-0.588	-0.471	-0.753	-0.459	-0.744	0.059	0.666
2019-03-22	14:09:35.485	20635	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.485	20635	ST1089	256.767	157.282	-910.429	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:09:35.485	20635	70mm alpha	162.083	130.937	123.550	-0.726	0.478	0.494	-0.432	-0.876	0.214	0.535	-0.058	0.843
2019-03-22	14:09:35.536	20638	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.536	20638	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.536	20638	LCT371	65.193	333.663	-1011.524	-0.474	0.656	-0.587	-0.469	-0.752	-0.462	-0.745	0.056	0.665
2019-03-22	14:09:35.536	20638	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.536	20638	ST1089	256.741	157.254	-910.429	-0.837	0.528	-0.145	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:09:35.536	20638	70mm alpha	161.011	131.427	123.878	-0.727	0.480	0.490	-0.434	-0.875	0.214	0.532	-0.057	0.845
2019-03-22	14:09:35.586	20641	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.586	20641	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.586	20641	LCT371	64.732	332.314	-1011.582	-0.474	0.658	-0.585	-0.468	-0.751	-0.466	-0.746	0.053	0.664
2019-03-22	14:09:35.586	20641	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.586	20641	ST1089	256.742	157.259	-910.453	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:09:35.586	20641	70mm alpha	159.703	131.992	124.107	-0.728	0.483	0.487	-0.436	-0.874	0.216	0.530	-0.055	0.846
2019-03-22	14:09:35.636	20644	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.636	20644	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.636	20644	LCT371	64.329	330.985	-1011.612	-0.473	0.659	-0.585	-0.466	-0.750	-0.469	-0.748	0.051	0.662
2019-03-22	14:09:35.636	20644	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.636	20644	ST1089	256.758	157.271	-910.442	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:09:35.636	20644	70mm alpha	158.441	132.267	124.670	-0.728	0.485	0.485	-0.436	-0.873	0.217	0.529	-0.053	0.847
2019-03-22	14:09:35.686	20647	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.686	20647	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.686	20647	LCT371	63.929	329.944	-1011.572	-0.472	0.660	-0.585	-0.464	-0.750	-0.472	-0.750	0.049	0.660
2019-03-22	14:09:35.686	20647	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.686	20647	ST1089	256.743	157.265	-910.420	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:09:35.686	20647	70mm alpha	157.592	132.400	125.021	-0.729	0.486	0.482	-0.437	-0.872	0.218	0.526	-0.052	0.849
2019-03-22	14:09:35.736	20650	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.736	20650	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.736	20650	LCT371	63.735	329.403	-1011.572	-0.472	0.660	-0.584	-0.463	-0.750	-0.473	-0.750	0.047	0.659
2019-03-22	14:09:35.736	20650	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.736	20650	ST1089	256.720	157.252	-910.442	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:35.736	20650	70mm alpha	157.069	132.543	125.077	-0.730	0.487	0.480	-0.438	-0.872	0.218	0.525	-0.051	0.849
2019-03-22	14:09:35.787	20653	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.787	20653	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.787	20653	LCT371	63.496	329.105	-1011.573	-0.472	0.661	-0.584	-0.462	-0.749	-0.475	-0.751	0.046	0.658
2019-03-22	14:09:35.787	20653	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.787	20653	ST1089	256.714	157.257	-910.426	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:35.787	20653	70mm alpha	156.824	132.667	125.144	-0.730	0.487	0.479	-0.438	-0.872	0.219	0.524	-0.049	0.850
2019-03-22	14:09:35.837	20656	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.837	20656	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.837	20656	LCT371	63.303	328.957	-1011.618	-0.471	0.661	-0.584	-0.461	-0.749	-0.476	-0.752	0.045	0.658
2019-03-22	14:09:35.837	20656	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.837	20656	ST1089	256.718	157.261	-910.434	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:35.837	20656	70mm alpha	156.747	132.772	125.257	-0.731	0.488	0.477	-0.438	-0.871	0.220	0.523	-0.049	0.851
2019-03-22	14:09:35.888	20659	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.888	20659	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.888	20659	LCT371	63.151	328.910	-1011.652	-0.471	0.661	-0.584	-0.460	-0.749	-0.477	-0.753	0.044	0.657
2019-03-22	14:09:35.888	20659	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.888	20659	ST1089	256.710	157.262	-910.422	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.085	0.971
2019-03-22	14:09:35.888	20659	70mm alpha	156.735	132.836	125.432	-0.731	0.488	0.477	-0.438	-0.871	0.220	0.523	-0.048	0.851
2019-03-22	14:09:35.938	20662	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.938	20662	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.938	20662	LCT371	63.055	328.921	-1011.704	-0.472	0.661	-0.584	-0.460	-0.749	-0.477	-0.752	0.044	0.657
2019-03-22	14:09:35.938	20662	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.938	20662	ST1089	256.718	157.277	-910.432	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:09:35.938	20662	70mm alpha	156.739	133.018	125.276	-0.731	0.488	0.476	-0.439	-0.871	0.220	0.522	-0.049	0.851
2019-03-22	14:09:35.988	20665	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.988	20665	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.988	20665	LCT371	62.960	328.987	-1011.764	-0.472	0.661	-0.583	-0.460	-0.749	-0.476	-0.752	0.044	0.658
2019-03-22	14:09:35.988	20665	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:35.988	20665	ST1089	256.723	157.286	-910.433	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:35.988	20665	70mm alpha	156.783	133.180	125.220	-0.731	0.488	0.477	-0.439	-0.871	0.219	0.522	-0.049	0.851
2019-03-22	14:09:36.047	20668	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.047	20668	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.047	20668	LCT371	62.905	329.075	-1011.789	-0.472	0.661	-0.583	-0.460	-0.749	-0.476	-0.752	0.044	0.658
2019-03-22	14:09:36.047	20668	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.047	20668	ST1089	256.721	157.288	-910.416	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.086	0.972
2019-03-22	14:09:36.047	20668	70mm alpha	156.815	133.238	125.306	-0.731	0.488	0.477	-0.439	-0.872	0.219	0.523	-0.049	0.851
2019-03-22	14:09:36.097	20671	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.097	20671	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.097	20671	LCT371	62.937	329.172	-1011.811	-0.472	0.661	-0.583	-0.461	-0.749	-0.476	-0.752	0.044	0.658
2019-03-22	14:09:36.097	20671	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.097	20671	ST1089	256.733	157.296	-910.393	-0.837	0.528	-0.144	-0.500	-0.845	-0.189	-0.221	-0.086	0.971
2019-03-22	14:09:36.097	20671	70mm alpha	156.881	133.291	125.357	-0.731	0.488	0.478	-0.439	-0.872	0.219	0.523	-0.050	0.851
2019-03-22	14:09:36.150	20674	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.150	20674	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.150	20674	LCT371	62.992	329.341	-1011.758	-0.472	0.661	-0.583	-0.461	-0.749	-0.476	-0.752	0.045	0.658
2019-03-22	14:09:36.150	20674	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.150	20674	ST1089	256.744	157.303	-910.396	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:36.150	20674	70mm alpha	157.038	133.260	125.296	-0.730	0.488	0.478	-0.439	-0.871	0.219	0.523	-0.050	0.851
2019-03-22	14:09:36.200	20677	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.200	20677	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.200	20677	LCT371	63.103	329.751	-1011.731	-0.472	0.661	-0.584	-0.461	-0.749	-0.475	-0.751	0.045	0.659
2019-03-22	14:09:36.200	20677	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.200	20677	ST1089	256.752	157.308	-910.409	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:09:36.200	20677	70mm alpha	157.433	133.139	125.100	-0.731	0.487	0.478	-0.438	-0.872	0.219	0.524	-0.050	0.851
2019-03-22	14:09:36.251	20680	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.251	20680	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.251	20680	LCT371	63.342	330.509	-1011.643	-0.472	0.660	-0.585	-0.462	-0.750	-0.474	-0.751	0.046	0.659
2019-03-22	14:09:36.251	20680	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.251	20680	ST1089	256.754	157.313	-910.421	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:09:36.251	20680	70mm alpha	158.205	132.764	124.892	-0.731	0.486	0.479	-0.437	-0.872	0.219	0.524	-0.050	0.850
2019-03-22	14:09:36.301	20683	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.301	20683	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.301	20683	LCT371	63.628	331.336	-1011.619	-0.473	0.659	-0.585	-0.462	-0.751	-0.471	-0.750	0.047	0.660
2019-03-22	14:09:36.301	20683	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.301	20683	ST1089	256.753	157.320	-910.407	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:09:36.301	20683	70mm alpha	159.015	132.466	124.577	-0.731	0.485	0.481	-0.437	-0.873	0.217	0.525	-0.051	0.849
2019-03-22	14:09:36.351	20686	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.351	20686	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.351	20686	LCT371	63.852	331.963	-1011.588	-0.474	0.658	-0.585	-0.463	-0.751	-0.470	-0.749	0.049	0.661
2019-03-22	14:09:36.351	20686	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.351	20686	ST1089	256.757	157.321	-910.403	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:09:36.351	20686	70mm alpha	159.579	132.309	124.362	-0.730	0.484	0.482	-0.436	-0.873	0.217	0.526	-0.052	0.849
2019-03-22	14:09:36.401	20689	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.401	20689	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.401	20689	LCT371	63.977	332.536	-1011.606	-0.474	0.657	-0.586	-0.464	-0.752	-0.468	-0.748	0.050	0.662
2019-03-22	14:09:36.401	20689	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.401	20689	ST1089	256.761	157.320	-910.387	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:09:36.401	20689	70mm alpha	160.090	132.269	124.091	-0.730	0.483	0.483	-0.435	-0.874	0.217	0.527	-0.052	0.848
2019-03-22	14:09:36.452	20692	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.452	20692	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.452	20692	LCT371	64.080	333.284	-1011.618	-0.475	0.657	-0.586	-0.465	-0.753	-0.467	-0.748	0.051	0.662
2019-03-22	14:09:36.452	20692	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:09:36.452	20692	ST1089	256.774	157.330	-910.405	-0.837	0.528	-0.143	-0.501	-0.845	-0.186	-0.219	-0.084	0.972
2019-03-22	14:09:36.452	20692	70mm alpha	160.816	132.111	123.914	-0.730	0.482	0.484	-0.434	-0.874	0.216	0.528	-0.052	0.848
