# Version: 1
# Created by: Brainsight 2.3.10
# Units: millimetres
# Encoding: UTF-8
# Notes: Each column is delimited by a tab.
# Date	Time	Polaris Frame Number	Calibration/Tracker Name	x	y	z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2
2019-03-22	14:10:30.709	23953	70mm alpha	149.207	129.371	134.905	-0.918	0.242	0.315	-0.266	-0.963	-0.032	0.296	-0.114	0.949
2019-03-22	14:10:30.759	23956	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.759	23956	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.759	23956	LCT371	7.936	285.762	-1004.243	-0.725	0.404	-0.559	-0.194	-0.897	-0.397	-0.661	-0.179	0.728
2019-03-22	14:10:30.759	23956	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.759	23956	ST1089	256.769	157.302	-910.416	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:30.759	23956	70mm alpha	149.807	129.304	134.765	-0.918	0.235	0.319	-0.258	-0.965	-0.034	0.300	-0.113	0.947
2019-03-22	14:10:30.809	23959	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.809	23959	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.809	23959	LCT371	7.675	287.160	-1005.218	-0.727	0.393	-0.563	-0.192	-0.903	-0.383	-0.659	-0.171	0.732
2019-03-22	14:10:30.809	23959	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.809	23959	ST1089	256.773	157.306	-910.434	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:30.809	23959	70mm alpha	151.521	128.904	134.486	-0.919	0.221	0.326	-0.246	-0.968	-0.037	0.307	-0.115	0.945
2019-03-22	14:10:30.860	23962	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.860	23962	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.860	23962	LCT371	7.379	289.071	-1006.438	-0.730	0.380	-0.568	-0.189	-0.911	-0.366	-0.657	-0.160	0.737
2019-03-22	14:10:30.860	23962	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.860	23962	ST1089	256.784	157.314	-910.461	-0.837	0.528	-0.143	-0.501	-0.845	-0.186	-0.219	-0.084	0.972
2019-03-22	14:10:30.860	23962	70mm alpha	153.848	128.355	134.060	-0.920	0.205	0.334	-0.231	-0.972	-0.042	0.316	-0.116	0.942
2019-03-22	14:10:30.910	23965	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.910	23965	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.910	23965	LCT371	7.086	290.629	-1007.663	-0.733	0.367	-0.573	-0.187	-0.918	-0.349	-0.654	-0.149	0.741
2019-03-22	14:10:30.910	23965	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.910	23965	ST1089	256.791	157.323	-910.475	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.219	-0.085	0.972
2019-03-22	14:10:30.910	23965	70mm alpha	155.790	127.837	133.763	-0.921	0.188	0.342	-0.216	-0.975	-0.046	0.325	-0.116	0.939
2019-03-22	14:10:30.960	23968	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.960	23968	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.960	23968	LCT371	6.746	291.162	-1008.648	-0.736	0.357	-0.576	-0.185	-0.923	-0.337	-0.652	-0.142	0.745
2019-03-22	14:10:30.960	23968	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:30.960	23968	ST1089	256.775	157.312	-910.459	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:30.960	23968	70mm alpha	156.755	127.598	133.675	-0.921	0.175	0.348	-0.205	-0.977	-0.052	0.331	-0.119	0.936
2019-03-22	14:10:31.011	23971	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.011	23971	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.011	23971	LCT371	6.407	291.005	-1009.251	-0.738	0.350	-0.577	-0.182	-0.927	-0.329	-0.650	-0.137	0.747
2019-03-22	14:10:31.011	23971	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.011	23971	ST1089	256.782	157.302	-910.473	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.219	-0.085	0.972
2019-03-22	14:10:31.011	23971	70mm alpha	156.989	127.487	133.621	-0.922	0.167	0.350	-0.198	-0.979	-0.054	0.334	-0.119	0.935
2019-03-22	14:10:31.061	23974	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.061	23974	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.061	23974	LCT371	6.311	290.712	-1009.715	-0.739	0.347	-0.577	-0.182	-0.928	-0.325	-0.648	-0.135	0.750
2019-03-22	14:10:31.061	23974	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.061	23974	ST1089	256.769	157.297	-910.468	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:31.061	23974	70mm alpha	156.811	127.641	133.535	-0.922	0.162	0.352	-0.195	-0.979	-0.058	0.336	-0.122	0.934
2019-03-22	14:10:31.111	23977	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.111	23977	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.111	23977	LCT371	6.339	290.660	-1010.083	-0.740	0.345	-0.578	-0.183	-0.929	-0.322	-0.648	-0.132	0.750
2019-03-22	14:10:31.111	23977	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.111	23977	ST1089	256.767	157.295	-910.447	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:31.111	23977	70mm alpha	156.738	127.664	133.611	-0.921	0.160	0.355	-0.193	-0.980	-0.059	0.338	-0.123	0.933
2019-03-22	14:10:31.162	23980	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.162	23980	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.162	23980	LCT371	6.426	290.740	-1010.459	-0.739	0.345	-0.578	-0.183	-0.930	-0.320	-0.648	-0.131	0.750
2019-03-22	14:10:31.162	23980	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.162	23980	ST1089	256.773	157.309	-910.469	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.219	-0.085	0.972
2019-03-22	14:10:31.162	23980	70mm alpha	156.697	127.798	133.382	-0.921	0.159	0.356	-0.191	-0.980	-0.058	0.339	-0.121	0.933
2019-03-22	14:10:31.212	23983	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.212	23983	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.212	23983	LCT371	6.443	290.754	-1010.675	-0.739	0.344	-0.579	-0.183	-0.930	-0.319	-0.649	-0.130	0.750
2019-03-22	14:10:31.212	23983	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.212	23983	ST1089	256.773	157.314	-910.433	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:31.212	23983	70mm alpha	156.715	127.761	133.534	-0.921	0.158	0.356	-0.191	-0.980	-0.058	0.340	-0.121	0.933
2019-03-22	14:10:31.274	23986	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.274	23986	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.274	23986	LCT371	6.312	290.591	-1010.572	-0.738	0.344	-0.580	-0.181	-0.930	-0.321	-0.650	-0.132	0.749
2019-03-22	14:10:31.274	23986	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.274	23986	ST1089	256.769	157.310	-910.424	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:31.274	23986	70mm alpha	156.682	127.719	133.548	-0.921	0.159	0.354	-0.191	-0.980	-0.056	0.338	-0.120	0.933
2019-03-22	14:10:31.324	23989	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.324	23989	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.324	23989	LCT371	6.530	290.693	-1010.478	-0.738	0.345	-0.579	-0.183	-0.929	-0.321	-0.649	-0.131	0.749
2019-03-22	14:10:31.324	23989	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.324	23989	ST1089	256.760	157.297	-910.429	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:31.324	23989	70mm alpha	156.658	127.658	133.567	-0.921	0.160	0.355	-0.192	-0.980	-0.057	0.339	-0.121	0.933
2019-03-22	14:10:31.375	23992	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.375	23992	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.375	23992	LCT371	6.853	290.621	-1010.547	-0.738	0.349	-0.578	-0.187	-0.928	-0.322	-0.649	-0.130	0.750
2019-03-22	14:10:31.375	23992	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.375	23992	ST1089	256.748	157.286	-910.446	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.084	0.972
2019-03-22	14:10:31.375	23992	70mm alpha	156.105	128.047	133.561	-0.920	0.163	0.357	-0.196	-0.979	-0.057	0.340	-0.122	0.932
2019-03-22	14:10:31.425	23995	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.425	23995	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.425	23995	LCT371	6.760	289.841	-1010.642	-0.737	0.356	-0.575	-0.191	-0.925	-0.328	-0.649	-0.132	0.749
2019-03-22	14:10:31.425	23995	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.425	23995	ST1089	256.751	157.283	-910.437	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:31.425	23995	70mm alpha	154.827	129.039	133.867	-0.919	0.170	0.357	-0.203	-0.978	-0.056	0.339	-0.124	0.932
2019-03-22	14:10:31.475	23998	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.475	23998	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.475	23998	LCT371	6.430	288.846	-1010.616	-0.735	0.364	-0.572	-0.195	-0.921	-0.337	-0.649	-0.136	0.748
2019-03-22	14:10:31.475	23998	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.475	23998	ST1089	256.756	157.288	-910.445	-0.837	0.528	-0.144	-0.501	-0.845	-0.188	-0.220	-0.085	0.972
2019-03-22	14:10:31.475	23998	70mm alpha	153.256	130.403	134.364	-0.917	0.180	0.355	-0.212	-0.976	-0.053	0.337	-0.124	0.933
2019-03-22	14:10:31.526	24001	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.526	24001	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.526	24001	LCT371	6.148	288.295	-1010.541	-0.734	0.374	-0.567	-0.201	-0.917	-0.345	-0.649	-0.139	0.748
2019-03-22	14:10:31.526	24001	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.526	24001	ST1089	256.746	157.288	-910.442	-0.837	0.528	-0.144	-0.500	-0.845	-0.188	-0.221	-0.085	0.972
2019-03-22	14:10:31.526	24001	70mm alpha	152.045	131.876	134.925	-0.915	0.191	0.355	-0.223	-0.973	-0.053	0.335	-0.127	0.933
2019-03-22	14:10:31.576	24004	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.576	24004	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.576	24004	LCT371	5.884	287.986	-1010.462	-0.731	0.385	-0.563	-0.207	-0.912	-0.354	-0.650	-0.143	0.747
2019-03-22	14:10:31.576	24004	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.576	24004	ST1089	256.746	157.278	-910.464	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:31.576	24004	70mm alpha	151.038	133.429	135.183	-0.913	0.203	0.353	-0.235	-0.971	-0.049	0.333	-0.127	0.934
2019-03-22	14:10:31.626	24007	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.626	24007	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.626	24007	LCT371	5.515	287.853	-1010.105	-0.729	0.395	-0.560	-0.210	-0.907	-0.366	-0.652	-0.149	0.743
2019-03-22	14:10:31.626	24007	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.626	24007	ST1089	256.745	157.286	-910.463	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:31.626	24007	70mm alpha	150.389	134.676	135.580	-0.912	0.215	0.349	-0.245	-0.968	-0.044	0.328	-0.126	0.936
2019-03-22	14:10:31.677	24010	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.677	24010	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.677	24010	LCT371	5.616	288.293	-1009.609	-0.725	0.405	-0.556	-0.215	-0.901	-0.376	-0.654	-0.153	0.741
2019-03-22	14:10:31.677	24010	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.677	24010	ST1089	256.752	157.291	-910.463	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:31.677	24010	70mm alpha	150.248	135.564	135.762	-0.910	0.228	0.346	-0.257	-0.966	-0.040	0.325	-0.126	0.937
2019-03-22	14:10:31.727	24013	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.727	24013	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.727	24013	LCT371	5.882	288.746	-1008.942	-0.722	0.415	-0.553	-0.219	-0.896	-0.386	-0.656	-0.158	0.738
2019-03-22	14:10:31.727	24013	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.727	24013	ST1089	256.765	157.295	-910.491	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:31.727	24013	70mm alpha	150.113	136.218	135.834	-0.908	0.240	0.343	-0.268	-0.963	-0.036	0.322	-0.125	0.939
2019-03-22	14:10:31.778	24016	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.778	24016	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.778	24016	LCT371	5.994	288.660	-1008.154	-0.719	0.425	-0.549	-0.222	-0.890	-0.399	-0.658	-0.165	0.734
2019-03-22	14:10:31.778	24016	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.778	24016	ST1089	256.764	157.292	-910.521	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.219	-0.085	0.972
2019-03-22	14:10:31.778	24016	70mm alpha	149.595	136.874	135.911	-0.907	0.252	0.338	-0.279	-0.960	-0.031	0.316	-0.123	0.941
2019-03-22	14:10:31.829	24019	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.829	24019	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.829	24019	LCT371	6.203	288.322	-1007.403	-0.716	0.436	-0.546	-0.225	-0.884	-0.411	-0.661	-0.171	0.731
2019-03-22	14:10:31.829	24019	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.829	24019	ST1089	256.740	157.283	-910.469	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:10:31.829	24019	70mm alpha	148.837	137.460	136.314	-0.905	0.265	0.334	-0.291	-0.956	-0.028	0.312	-0.122	0.942
2019-03-22	14:10:31.890	24022	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.890	24022	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.890	24022	LCT371	6.256	288.033	-1006.790	-0.713	0.445	-0.542	-0.228	-0.878	-0.421	-0.663	-0.176	0.727
2019-03-22	14:10:31.890	24022	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.890	24022	ST1089	256.741	157.280	-910.462	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:31.890	24022	70mm alpha	148.200	138.169	136.462	-0.903	0.277	0.329	-0.301	-0.953	-0.024	0.307	-0.120	0.944
2019-03-22	14:10:31.940	24025	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.940	24025	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.940	24025	LCT371	6.218	288.083	-1006.388	-0.710	0.453	-0.538	-0.231	-0.873	-0.430	-0.665	-0.181	0.725
2019-03-22	14:10:31.940	24025	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.940	24025	ST1089	256.741	157.286	-910.452	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.085	0.972
2019-03-22	14:10:31.940	24025	70mm alpha	147.838	139.081	136.527	-0.901	0.287	0.326	-0.310	-0.950	-0.021	0.304	-0.120	0.945
2019-03-22	14:10:31.990	24028	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.990	24028	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.990	24028	LCT371	6.073	288.414	-1006.062	-0.707	0.461	-0.536	-0.233	-0.868	-0.439	-0.667	-0.186	0.721
2019-03-22	14:10:31.990	24028	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:31.990	24028	ST1089	256.753	157.295	-910.479	-0.837	0.528	-0.143	-0.501	-0.845	-0.187	-0.219	-0.085	0.972
2019-03-22	14:10:31.990	24028	70mm alpha	147.858	139.945	136.508	-0.899	0.297	0.322	-0.319	-0.948	-0.016	0.300	-0.117	0.947
2019-03-22	14:10:32.040	24031	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.040	24031	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.040	24031	LCT371	6.078	289.015	-1005.760	-0.705	0.469	-0.532	-0.236	-0.863	-0.447	-0.668	-0.189	0.719
2019-03-22	14:10:32.040	24031	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.040	24031	ST1089	256.759	157.299	-910.482	-0.837	0.528	-0.143	-0.501	-0.845	-0.186	-0.219	-0.084	0.972
2019-03-22	14:10:32.040	24031	70mm alpha	148.093	140.801	136.479	-0.897	0.306	0.319	-0.327	-0.945	-0.014	0.297	-0.117	0.948
2019-03-22	14:10:32.090	24034	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.090	24034	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.090	24034	LCT371	6.152	289.647	-1005.390	-0.703	0.476	-0.529	-0.239	-0.858	-0.454	-0.670	-0.192	0.717
2019-03-22	14:10:32.090	24034	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.090	24034	ST1089	256.750	157.287	-910.442	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:32.090	24034	70mm alpha	148.367	141.453	136.609	-0.895	0.314	0.317	-0.335	-0.942	-0.012	0.295	-0.117	0.948
2019-03-22	14:10:32.141	24037	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.141	24037	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.141	24037	LCT371	6.393	290.258	-1005.034	-0.700	0.483	-0.526	-0.243	-0.854	-0.461	-0.672	-0.194	0.715
2019-03-22	14:10:32.141	24037	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.141	24037	ST1089	256.749	157.287	-910.444	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.221	-0.085	0.972
2019-03-22	14:10:32.141	24037	70mm alpha	148.516	142.017	136.629	-0.892	0.322	0.316	-0.343	-0.939	-0.009	0.294	-0.116	0.949
2019-03-22	14:10:32.191	24040	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.191	24040	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.191	24040	LCT371	6.677	290.808	-1004.472	-0.697	0.490	-0.524	-0.246	-0.849	-0.468	-0.674	-0.197	0.712
2019-03-22	14:10:32.191	24040	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.191	24040	ST1089	256.750	157.293	-910.418	-0.837	0.528	-0.144	-0.501	-0.845	-0.187	-0.220	-0.084	0.972
2019-03-22	14:10:32.191	24040	70mm alpha	148.700	142.446	136.561	-0.890	0.331	0.313	-0.351	-0.936	-0.006	0.292	-0.115	0.950
2019-03-22	14:10:32.241	24043	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.241	24043	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.241	24043	LCT371	6.949	291.364	-1003.831	-0.693	0.498	-0.521	-0.248	-0.844	-0.476	-0.677	-0.201	0.708
2019-03-22	14:10:32.241	24043	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.241	24043	ST1089	256.759	157.296	-910.441	-0.837	0.528	-0.144	-0.501	-0.845	-0.186	-0.220	-0.084	0.972
2019-03-22	14:10:32.241	24043	70mm alpha	148.926	142.745	136.501	-0.888	0.341	0.310	-0.359	-0.933	-0.001	0.289	-0.112	0.951
2019-03-22	14:10:32.292	24046	CB1175	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.292	24046	CT677	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
2019-03-22	14:10:32.292	24046	LCT371	7.190	291.939	-1003.314	-0.691	0.505	-0.517	-0.251	-0.838	-0.484	-0.678	-0.204	0.706
2019-03-22	14:10:32.292	24046	P1381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
